,SubbaRao,08-01-2025,-,-,-,35,08-01-2025 18:33:53.077,January,35 - Temperature set to device,0
Water valve,SubbaRao,08-01-2025,J11,-,-,0,08-01-2025 18:35:22.158,January,Liquid Level - 3053,0
Water valve,SubbaRao,08-01-2025,J12,-,-,0,08-01-2025 18:35:24.855,January,Liquid Level - 3066,0
Water valve,SubbaRao,08-01-2025,J13,-,-,0,08-01-2025 18:35:27.525,January,Liquid Level - 3033,0
Water valve,SubbaRao,08-01-2025,J14,-,-,0,08-01-2025 18:35:30.406,January,Liquid Level - 3068,0
Water valve,SubbaRao,08-01-2025,J15,-,-,0,08-01-2025 18:35:32.916,January,Liquid Level - 3082,0
Water valve,SubbaRao,08-01-2025,J16,-,-,0,08-01-2025 18:35:35.578,January,Liquid Level - 3074,0
Water valve,SubbaRao,08-01-2025,J17,-,-,0,08-01-2025 18:35:38.265,January,Liquid Level - 3084,0
Water valve,SubbaRao,08-01-2025,J18,-,-,0,08-01-2025 18:35:42.178,January,Liquid Level - 3086,0
Water valve,SubbaRao,08-01-2025,J19,-,-,0,08-01-2025 18:35:44.705,January,Liquid Level - 3077,0
Water valve,SubbaRao,08-01-2025,J20,-,-,0,08-01-2025 18:35:47.426,January,Liquid Level - 3053,0
Water valve,SubbaRao,08-01-2025,J21,-,-,0,08-01-2025 18:35:50.120,January,Liquid Level - 3082,0
Water valve,SubbaRao,08-01-2025,J22,-,-,0,08-01-2025 18:35:52.816,January,Liquid Level - 3091,0
Water valve,SubbaRao,08-01-2025,J23,-,-,0,08-01-2025 18:35:55.503,January,Liquid Level - 3083,0
Water valve,SubbaRao,08-01-2025,J24,-,-,0,08-01-2025 18:35:58.154,January,Liquid Level - 3083,0
Water valve,SubbaRao,08-01-2025,J25,-,-,0,08-01-2025 18:36:00.820,January,Liquid Level - 3081,0
Water valve,SubbaRao,08-01-2025,J26,-,-,0,08-01-2025 18:36:03.506,January,Liquid Level - 3090,0
Water valve,SubbaRao,08-01-2025,J27,-,-,0,08-01-2025 18:36:06.994,January,Liquid Level - 3152,0
Water valve,SubbaRao,08-01-2025,J28,-,-,0,08-01-2025 18:36:09.839,January,Liquid Level - 3141,0
Water valve,SubbaRao,08-01-2025,J29,-,-,0,08-01-2025 18:36:12.501,January,Liquid Level - 3107,0
Water valve,SubbaRao,08-01-2025,J30,-,-,0,08-01-2025 18:36:15.202,January,Liquid Level - 3110,0
Water valve,SubbaRao,08-01-2025,J31,-,-,0,08-01-2025 18:36:17.906,January,Liquid Level - 3107,0
Water valve,SubbaRao,08-01-2025,J32,-,-,0,08-01-2025 18:36:20.594,January,Liquid Level - 3121,0
Water valve,SubbaRao,08-01-2025,J33,-,-,0,08-01-2025 18:36:25.693,January,Liquid Level - 3047,0
Water valve,SubbaRao,08-01-2025,W1,-,-,0,08-01-2025 18:36:30.536,January,Liquid Level - 3068,0
Water valve,SubbaRao,08-01-2025,W2,-,-,0,08-01-2025 18:36:33.186,January,Liquid Level - 3074,0
Water valve,SubbaRao,08-01-2025,W3,-,-,0,08-01-2025 18:36:35.880,January,Liquid Level - 3065,0
Water valve,SubbaRao,08-01-2025,W4,-,-,0,08-01-2025 18:36:38.786,January,Liquid Level - 3069,0
Water valve,SubbaRao,08-01-2025,W5,-,-,0,08-01-2025 18:36:41.325,January,Liquid Level - 3069,0
Water valve,SubbaRao,08-01-2025,W6,-,-,0,08-01-2025 18:36:43.997,January,Liquid Level - 3071,0
Water valve,SubbaRao,08-01-2025,H1,-,-,0,08-01-2025 18:36:50.745,January,Liquid Level - 4095,0
Water valve,SubbaRao,08-01-2025,H2,-,-,0,08-01-2025 18:36:53.581,January,Liquid Level - 4095,0
Water valve,SubbaRao,08-01-2025,H3,-,-,0,08-01-2025 18:36:56.255,January,Liquid Level - 4093,0
Water valve,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:09.024,January,Home Reached,0
Water valve,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:12.260,January,Home Reached,0
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:23.246,January,Protorun Started,177
DPFZ,SubbaRao,08-01-2025,-,-,-,30,08-01-2025 18:37:27.656,January,30 - Temperature set to device,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:28.822,January,Heater Switched On ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:30.142,January,Heater Door Closed,177
DPFZ,SubbaRao,08-01-2025,-,-,-,30,08-01-2025 18:37:30.471,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,W1,Tap Water,--,0,08-01-2025 18:37:44.933,January,Water Valve : 1 is Off,177
DPFZ,SubbaRao,08-01-2025,W2,Tap Water,--,0,08-01-2025 18:37:51.704,January,Water Valve : 2 is Off,177
DPFZ,SubbaRao,08-01-2025,W3,Tap Water,--,0,08-01-2025 18:37:52.257,January,Water Valve : 3 is Off,177
DPFZ,SubbaRao,08-01-2025,W4,Tap Water,--,0,08-01-2025 18:37:52.952,January,Water Valve : 4 is Off,177
DPFZ,SubbaRao,08-01-2025,W5,Tap Water,--,0,08-01-2025 18:37:53.617,January,Water Valve : 5 is Off,177
DPFZ,SubbaRao,08-01-2025,W6,Tap Water,--,0,08-01-2025 18:37:54.286,January,Water Valve : 6 is Off,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:55.764,January,Home Reached,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:37:58.156,January,Home Reached,177
DPFZ,SubbaRao,08-01-2025,H1,-,-,0,08-01-2025 18:38:09.738,January,Liquid Level - 3774,177
DPFZ,SubbaRao,08-01-2025,H2,-,-,0,08-01-2025 18:38:12.514,January,Liquid Level - 3727,177
DPFZ,SubbaRao,08-01-2025,H3,-,-,0,08-01-2025 18:38:15.195,January,Liquid Level - 3734,177
DPFZ,SubbaRao,08-01-2025,L1,-,-,0,08-01-2025 18:38:18.989,January,Liquid Level - 312,177
DPFZ,SubbaRao,08-01-2025,L2,-,-,0,08-01-2025 18:38:21.918,January,Liquid Level - 310,177
DPFZ,SubbaRao,08-01-2025,L3,-,-,0,08-01-2025 18:38:24.625,January,Liquid Level - 353,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:38:36.036,January,Home Reached,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:38:38.724,January,Home Reached,177
DPFZ,SubbaRao,08-01-2025,,,R1,0,08-01-2025 18:38:41.747,January,Test Started,177
DPFZ,SubbaRao,08-01-2025,L1,Loading,R1,0,08-01-2025 18:38:53.099,January,Picked From,177
DPFZ,SubbaRao,08-01-2025,H1,Heating,R1,0,08-01-2025 18:39:00.399,January,Placed In,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:39:00.938,January,Heater Door Closed,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:01.263,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:10.437,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:15.610,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,30,08-01-2025 18:39:20.778,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:25.945,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:31.122,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:36.335,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:41.522,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:46.711,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,30,08-01-2025 18:39:51.908,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:39:57.091,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:02.438,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:07.603,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:12.790,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:17.987,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:23.155,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:28.328,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:33.511,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:38.678,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:43.874,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:40:49.059,January,Device temperature ,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:40:55.499,January,Heater Switched Off ,177
DPFZ,SubbaRao,08-01-2025,W1,Tap Water,--,0,08-01-2025 18:40:56.477,January,Water Valve : 1 is Off,177
DPFZ,SubbaRao,08-01-2025,W2,Tap Water,--,0,08-01-2025 18:40:57.172,January,Water Valve : 2 is Off,177
DPFZ,SubbaRao,08-01-2025,W3,Tap Water,--,0,08-01-2025 18:40:57.841,January,Water Valve : 3 is Off,177
DPFZ,SubbaRao,08-01-2025,W4,Tap Water,--,0,08-01-2025 18:40:58.522,January,Water Valve : 4 is Off,177
DPFZ,SubbaRao,08-01-2025,W5,Tap Water,--,0,08-01-2025 18:40:59.222,January,Water Valve : 5 is Off,177
DPFZ,SubbaRao,08-01-2025,W6,Tap Water,--,0,08-01-2025 18:40:59.906,January,Water Valve : 6 is Off,177
DPFZ,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:41:00.403,January,Protorun Stopped,177
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:42:16.178,January,Protorun Started,178
H- E,SubbaRao,08-01-2025,-,-,-,30,08-01-2025 18:42:26.707,January,30 - Temperature set to device,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:42:27.879,January,Heater Switched On ,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:42:29.189,January,Heater Door Closed,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:42:29.655,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,W1,Tap Water,--,0,08-01-2025 18:42:34.840,January,Water Valve : 1 is Off,178
H- E,SubbaRao,08-01-2025,W2,Tap Water,--,0,08-01-2025 18:42:35.518,January,Water Valve : 2 is Off,178
H- E,SubbaRao,08-01-2025,W3,Tap Water,--,0,08-01-2025 18:42:36.182,January,Water Valve : 3 is Off,178
H- E,SubbaRao,08-01-2025,W4,Tap Water,--,0,08-01-2025 18:42:36.853,January,Water Valve : 4 is Off,178
H- E,SubbaRao,08-01-2025,W5,Tap Water,--,0,08-01-2025 18:42:37.548,January,Water Valve : 5 is Off,178
H- E,SubbaRao,08-01-2025,W6,Tap Water,--,0,08-01-2025 18:42:38.225,January,Water Valve : 6 is Off,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:42:51.404,January,Home Reached,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:42:53.747,January,Home Reached,178
H- E,SubbaRao,08-01-2025,H1,-,-,0,08-01-2025 18:43:05.346,January,Liquid Level - 3489,178
H- E,SubbaRao,08-01-2025,H2,-,-,0,08-01-2025 18:43:08.125,January,Liquid Level - 3476,178
H- E,SubbaRao,08-01-2025,H3,-,-,0,08-01-2025 18:43:10.844,January,Liquid Level - 3471,178
H- E,SubbaRao,08-01-2025,L1,-,-,0,08-01-2025 18:43:14.637,January,Liquid Level - 254,178
H- E,SubbaRao,08-01-2025,L2,-,-,0,08-01-2025 18:43:17.603,January,Liquid Level - 249,178
H- E,SubbaRao,08-01-2025,L3,-,-,0,08-01-2025 18:43:20.278,January,Liquid Level - 291,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:43:31.698,January,Home Reached,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:43:33.972,January,Home Reached,178
H- E,SubbaRao,08-01-2025,,Heating,R1,0,08-01-2025 18:43:36.985,January,Test Started,178
H- E,SubbaRao,08-01-2025,L1,Loading,R1,0,08-01-2025 18:43:48.228,January,Picked From,178
H- E,SubbaRao,08-01-2025,H1,Heating,R1,0,08-01-2025 18:43:55.470,January,Placed In,178
H- E,SubbaRao,08-01-2025,-,-,-,0,08-01-2025 18:43:55.988,January,Heater Door Closed,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:43:56.331,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:01.493,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:06.669,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:44:11.970,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:17.128,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:22.304,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:44:27.481,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:32.647,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:37.836,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:43.029,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:48.196,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:53.378,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:44:58.548,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:03.717,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:08.903,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:14.093,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:19.266,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:24.431,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:29.612,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:34.782,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:39.962,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:45.151,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:50.328,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:45:55.503,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:00.671,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:05.850,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:11.025,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:16.202,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:21.379,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:26.536,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:31.714,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:36.909,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:42.086,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:46:47.272,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:46:52.468,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:46:57.630,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:02.800,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:07.970,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:13.133,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:18.306,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:23.487,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:28.659,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:33.844,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:39.031,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:44.221,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:49.407,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,31,08-01-2025 18:47:54.591,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:47:59.781,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:04.958,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:10.147,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:15.314,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:20.476,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:25.643,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:30.820,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:36.008,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:41.193,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:46.377,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:51.548,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:48:56.720,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:01.890,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:07.049,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:12.222,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:17.402,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:22.580,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:27.748,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:32.913,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:38.202,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:43.386,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:48.542,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:53.710,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:49:58.886,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:04.071,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:09.252,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:14.414,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:19.589,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,33,08-01-2025 18:50:24.767,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:29.942,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:35.118,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:40.309,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:45.499,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:50.691,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:50:55.863,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:01.024,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:06.210,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:11.387,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:16.559,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:21.740,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:26.937,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:32.119,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:37.290,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:42.478,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:47.664,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:52.857,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:51:58.049,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:03.221,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:08.407,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:13.575,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:18.738,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:23.912,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:29.087,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:34.285,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:39.479,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:44.661,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:49.857,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:52:55.050,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,33,08-01-2025 18:53:00.232,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:05.407,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:10.582,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:15.773,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,33,08-01-2025 18:53:20.948,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:26.112,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:31.279,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,33,08-01-2025 18:53:36.459,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,32,08-01-2025 18:53:41.637,January,Device temperature ,178
H- E,SubbaRao,08-01-2025,-,-,-,33,08-01-2025 18:53:46.806,January,Device temperature ,178
