,ps,22-01-2025,-,-,-,35,22-01-2025 10:54:01.708,January,35 - Temperature set to device,0
Water valve,ps,22-01-2025,J32,-,-,0,22-01-2025 10:56:13.002,January,Liquid Level - 3151,0
Water valve,ps,22-01-2025,J33,-,-,0,22-01-2025 10:56:18.073,January,Liquid Level - 3090,0
Water valve,ps,22-01-2025,W1,-,-,0,22-01-2025 10:56:22.920,January,Liquid Level - 3118,0
Water valve,ps,22-01-2025,W2,-,-,0,22-01-2025 10:56:25.564,January,Liquid Level - 3117,0
Water valve,ps,22-01-2025,W3,-,-,0,22-01-2025 10:56:28.277,January,Liquid Level - 3094,0
Water valve,ps,22-01-2025,W4,-,-,0,22-01-2025 10:56:31.133,January,Liquid Level - 3119,0
Water valve,ps,22-01-2025,W5,-,-,0,22-01-2025 10:56:33.661,January,Liquid Level - 3111,0
Water valve,ps,22-01-2025,W6,-,-,0,22-01-2025 10:56:36.339,January,Liquid Level - 3115,0
Water valve,ps,22-01-2025,H1,-,-,0,22-01-2025 10:56:43.106,January,Liquid Level - 4095,0
Water valve,ps,22-01-2025,H2,-,-,0,22-01-2025 10:56:45.941,January,Liquid Level - 4095,0
Water valve,ps,22-01-2025,H3,-,-,0,22-01-2025 10:56:48.628,January,Liquid Level - 4095,0
Water valve,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:01.424,January,Home Reached,0
Water valve,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:04.704,January,Home Reached,0
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:13.201,January,Protorun Started,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:57:23.819,January,30 - Temperature set to device,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:24.999,January,Heater Switched On ,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:26.331,January,Heater Door Closed,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:57:26.678,January,Device temperature ,209
H- E,ps,22-01-2025,W1,Tap Water,--,0,22-01-2025 10:57:31.861,January,Water Valve : 1 is Off,209
H- E,ps,22-01-2025,W2,Tap Water,--,0,22-01-2025 10:57:32.538,January,Water Valve : 2 is Off,209
H- E,ps,22-01-2025,W3,Tap Water,--,0,22-01-2025 10:57:33.218,January,Water Valve : 3 is Off,209
H- E,ps,22-01-2025,W4,Tap Water,--,0,22-01-2025 10:57:33.885,January,Water Valve : 4 is Off,209
H- E,ps,22-01-2025,W5,Tap Water,--,0,22-01-2025 10:57:34.549,January,Water Valve : 5 is Off,209
H- E,ps,22-01-2025,W6,Tap Water,--,0,22-01-2025 10:57:35.217,January,Water Valve : 6 is Off,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:36.677,January,Home Reached,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:57:39.090,January,Home Reached,209
H- E,ps,22-01-2025,H1,-,-,0,22-01-2025 10:57:50.709,January,Liquid Level - 4095,209
H- E,ps,22-01-2025,H2,-,-,0,22-01-2025 10:57:53.489,January,Liquid Level - 4095,209
H- E,ps,22-01-2025,H3,-,-,0,22-01-2025 10:57:56.189,January,Liquid Level - 4094,209
H- E,ps,22-01-2025,L1,-,-,0,22-01-2025 10:57:59.953,January,Liquid Level - 317,209
H- E,ps,22-01-2025,L2,-,-,0,22-01-2025 10:58:02.900,January,Liquid Level - 309,209
H- E,ps,22-01-2025,L3,-,-,0,22-01-2025 10:58:05.592,January,Liquid Level - 288,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:58:17.024,January,Home Reached,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:58:19.270,January,Home Reached,209
H- E,ps,22-01-2025,,,R1,0,22-01-2025 10:58:22.275,January,Test Started,209
H- E,ps,22-01-2025,L1,Loading,R1,0,22-01-2025 10:58:33.602,January,Picked From,209
H- E,ps,22-01-2025,H1,Heating,R1,0,22-01-2025 10:58:40.839,January,Placed In,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 10:58:41.366,January,Heater Door Closed,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 10:58:41.705,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:58:46.877,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:58:52.033,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:58:57.203,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:02.377,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:07.551,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:12.926,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:17.989,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:23.156,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:28.336,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:33.500,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:38.668,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:43.841,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:49.007,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 10:59:54.190,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 10:59:59.382,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:00:04.596,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:09.766,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:14.925,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:20.090,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:25.256,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:30.429,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:35.611,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:40.787,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:45.981,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:51.151,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:00:56.339,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,29,22-01-2025 11:01:01.511,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:06.689,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:11.858,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:17.034,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:22.195,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:27.367,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:32.536,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:37.716,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:42.889,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:01:48.069,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:01:53.253,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:01:58.420,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:03.606,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:02:08.777,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:13.947,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:02:19.125,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:24.283,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:29.444,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:02:34.630,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:39.819,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:02:44.992,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:02:50.159,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:02:55.336,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:00.506,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:05.679,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:10.862,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:16.048,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:21.229,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:26.396,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:03:31.576,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:03:36.741,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:41.916,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:03:47.075,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:52.247,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:03:57.418,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:02.577,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:07.736,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:12.902,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:18.070,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:04:23.244,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:28.413,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:33.583,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:38.752,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:43.921,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:49.084,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:54.252,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:04:59.422,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:04.582,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:09.756,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:05:14.925,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:20.090,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:25.257,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:30.430,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:35.606,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:40.771,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:45.940,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:51.102,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:05:56.272,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:01.447,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:06.605,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:11.772,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:16.975,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:22.158,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:27.320,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:32.490,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:37.671,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:42.834,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:48.016,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,30,22-01-2025 11:06:53.186,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:06:58.352,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:03.518,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:08.684,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:13.856,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:19.019,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:07:24.183,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:29.351,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:34.533,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:39.717,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:44.873,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:50.028,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:07:55.193,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:00.372,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:05.535,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:10.707,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:15.880,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:21.061,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:26.381,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:31.455,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:36.610,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:08:41.767,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:46.936,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:52.099,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:08:57.278,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:09:02.454,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:09:07.625,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:09:12.781,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:09:17.947,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:09:23.122,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 11:09:28.764,January,Heater Door Opened,209
H- E,ps,22-01-2025,,,R2,0,22-01-2025 11:09:35.939,January,Test Started,209
H- E,ps,22-01-2025,L2,Loading,R2,0,22-01-2025 11:09:43.136,January,Picked From,209
H- E,ps,22-01-2025,H2,Heating,R2,0,22-01-2025 11:09:50.347,January,Placed In,209
H- E,ps,22-01-2025,-,-,-,0,22-01-2025 11:09:50.872,January,Heater Door Closed,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:09:51.195,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:09:56.374,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,31,22-01-2025 11:10:01.541,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:06.719,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:11.876,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:17.048,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:22.209,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:27.382,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:32.553,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:37.732,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:42.904,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:48.057,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:53.234,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:10:58.402,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:03.584,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:08.760,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:13.931,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:19.109,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:24.281,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:29.446,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:34.611,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:39.772,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:44.939,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:50.097,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:11:55.253,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:00.413,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:05.595,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:10.763,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:15.939,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:21.099,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:26.284,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:31.450,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:36.618,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:41.786,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:46.960,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:52.140,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:12:57.307,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:02.470,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:07.637,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:12.807,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:17.983,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:23.154,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:28.321,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:13:33.494,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:38.660,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:43.817,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:13:48.996,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:54.171,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:13:59.344,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:14:04.509,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:09.676,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:14:14.845,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:14:20.019,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,32,22-01-2025 11:14:25.190,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:30.349,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:35.530,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:40.697,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:45.870,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:51.047,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:14:56.210,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:01.479,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:06.646,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:11.821,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:16.998,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:22.169,January,Device temperature ,209
H- E,ps,22-01-2025,-,-,-,33,22-01-2025 11:15:27.333,January,Device temperature ,209
